,author,title,source,date,target
9691,By Xander Landen ,"""Most of the requests for records possessed by the Attorney General’s Office are from private law firms and companies.""",TJ Donovan," October 22, 2019",barely-true
9692,By Ciara O'Rourke ,"""Trump is now suing CNN over ‘pro-impeachment bias’ and he demands a ‘substantial payment.’""",Viral image," October 22, 2019",barely-true
9693,By Bill McCarthy ,"""President Trump has sent 14,000 American troops to the (Middle East) region since May. So he can't tell his political rallies that he's getting troops out of endless wars when he's sending 14 times the amount back into the region.""",Brett McGurk," October 22, 2019",true
9694,By Ciara O'Rourke ,"AARP backed ""federal funding for Planned Parenthood.""",Association of Mature American Citizens," October 22, 2019",false
9695,By Amy Sherman ,"""Hemp has 25,000-35,000 known usages. That means it is going to be something that will replace plastics, and styrofoam and concrete.""",Nikki Fried," October 22, 2019",barely-true
9696,By Warren Fiske ,"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",Kirk Cox," October 22, 2019",barely-true
9697,By Samantha Putterman ,"Says drinking a ""6-ounce glass of tonic water each night before bed"" will help alleviate restless legs syndrome.",Facebook posts," October 21, 2019",false
9698,By Ciara O'Rourke ,"Says a photo shows ""Kurdish kids"" after Turkey’s invasion.",Viral image," October 21, 2019",false
9699,By Tom Kertscher ,"""To be clear, I’m not talking about confiscating anybody’s guns.""",Beto O'Rourke," October 21, 2019",false
9700,By Kiannah Sepeda-Miller ,"Says California has ""30% or a third of the country’s people living at or below the poverty level.""",Mark Batinick," October 20, 2019",false
9701,By Tom Kertscher ,"Says Donald Trump ""will not be profiting"" from the G-7 summit meeting to be held at Trump’s Doral resort.",Mick Mulvaney," October 18, 2019",false
9702,By Bill McCarthy ,"""When my father became commander in chief of this country, we got out of all international business.""",Eric Trump," October 18, 2019",pants-fire
9703,By Mica Soellner ,"Says Donald Trump is breaking a campaign pledge to bring manufacturing jobs back to Wisconsin and Pennsylvania since the two states ""have lost the most manufacturing jobs in the past year.""",Democratic National Committee," October 18, 2019",barely-true
9704,By Katherine Baile ,"""75-100 folks (are) killed a month and over 200 wounded by senseless gun violence.""",Richard Ojeda," October 17, 2019",barely-true
9705,By Madlin Mekelburg ,"""The City of Austin is dedicating more than $20,000 PER HOMELESS PERSON in Austin.""",Greg Abbott," October 17, 2019",half-true
9706,By Louis Jacobson ,"""Most people below $50,000 don’t pay any income tax. The top 1 percent in our country pay 40%.""",Rand Paul," October 17, 2019",mostly-true
9707,By Tom Kertscher ,"""The Kurds are much safer right now.""",Donald Trump," October 16, 2019",false
9708,By Chris Nichols ,"""People haven't had a raise -- 90 percent of Americans have not had a raise for 40 years.""",Tom Steyer," October 16, 2019",half-true
9709,By Samantha Putterman ,"Says that for two weeks after you get a flu shot you are an ""active, live walking virus.""",Facebook posts," October 16, 2019",pants-fire
9710,By Miriam Valverde ,"Says about universal basic income, ""Thomas Paine was for it at our founding ... Martin Luther King, champion in the ‘60s, called it a guaranteed minimum income for all Americans… It passed the U.S. House of Representatives twice in 1971.""",Andrew Yang," October 16, 2019",mostly-true
9711,By Samantha Putterman ,"Quotes President John F. Kennedy as saying ""If the United States ever experienced [a coup to overthrow the government] it will come from the CIA and not the Pentagon.""",Facebook posts," October 16, 2019",false
9712,By Ciara O'Rourke ,"Says a photo shows ""25,000 outside all to hear the POTUS speak!""",Viral image," October 16, 2019",false
9713,By Louis Jacobson ,"""The 1% is paying less in taxes than everyone else.""",Ilhan Omar," October 16, 2019",half-true
9714,By Louis Jacobson ,"""Ohio, Michigan, and Pennsylvania actually in the latest jobs data have lost jobs, not gained them.""",Julián Castro," October 16, 2019",false
9715,By Shefali Luthra ,"""For people making between $50,000 and $75,000 a year, their taxes are going up about $5,000 because the fact is, they will pay more in new taxes"" for Medicare for All.",Joe Biden," October 16, 2019",barely-true
9716,By Shefali Luthra ,"""Back when I was studying it, two out of three families that ended up in bankruptcy after a serious medical problem had health insurance.""",Elizabeth Warren," October 16, 2019",mostly-true
9717,By Louis Jacobson ,"Americans ""say that what they want is a choice"" to join a single-payer system like Medicare rather than ending private insurance.",Pete Buttigieg," October 16, 2019",true
9718,By Amy Sherman ,"""If Trump tries to lie in a TV ad, most networks will refuse to air it. But Facebook just cashes Trump’s checks.""",Elizabeth Warren," October 15, 2019",barely-true
9719,By Warren Fiske ,On whether Gov. Ralph Northam should resign.,Ghazala Hashmi," October 15, 2019",full-flop
9720,By Samantha Putterman ,"Says Attorney General William Barr tweeted that the US ""gave Iran USA taxpayer dollars"" so Iran could purchase uranium from Russia.",Facebook posts," October 15, 2019",pants-fire
9721,By Bill McCarthy ,"Says Fox News anchor Shepard Smith stepped down after Attorney General William Barr ""had a closed door meeting with Rupert Murdoch.""",The Other 98%," October 14, 2019",false
9722,By Daniel Funke ,"As mayor of Newark, N.J., Cory Booker ""stole $600,000 from a city water authority and laundered it through his law firm.""",Roger Stone," October 14, 2019",false
9723,By Madlin Mekelburg ,"Says the Associated Press was wrong to report that ""Income Inequality grew to largest in 50 years"" because in a ""new Census report all four measures of income inequality SHRUNK, reversing rise over past five decades.""",Kevin Brady," October 12, 2019",barely-true
9724,By Ciara O'Rourke ,Says George Soros’ son is married to Adam Schiff’s sister.,Viral image," October 11, 2019",pants-fire
9725,By Alayna Degenhardt ,"""West Virginia Department of Education reported over 10,000 children and youth have been identified as homeless for the 2018-2019 school year.""",Joe Manchin," October 11, 2019",true
9726,By Samantha Putterman ,"Says Facebook now has a ""witch checker.""",Facebook posts," October 11, 2019",pants-fire
9727,By Ciara O'Rourke ,"Says Nancy Pelosi diverted ""$2.4 billion from Social Security to cover impeachment costs.""",Viral image," October 11, 2019",pants-fire
9728,By Bill McCarthy ,"Says the whistleblower hired ""left-wing lawyers, left-wing firms, Soros involved in funding one of them.""",Mark Levin," October 11, 2019",barely-true
9729,By Samantha Putterman ,Says the Obamas are connected to the Varsity Blues college admissions scandal.,Facebook posts," October 11, 2019",false
9730,By Amy Sherman ,"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President.""",Donald Trump," October 11, 2019",false
9731,By D.L. Davis ,"Millionaires are eligible for food stamps, but ""Donald Trump came along and decided to put a stop to it.""",Glenn Grothman," October 11, 2019",true
9732,By Kiannah Sepeda-Miller ,"""Teachers in Chicago Public Schools are paid some of the highest compensation of any school system in the country.""",Lori Lightfoot," October 11, 2019",barely-true
9733,By Matthew Digby ,"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.""",David McKinley," October 10, 2019",true
9734,By Daniel Funke ,"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine.""",Facebook posts," October 10, 2019",false
9735,By Paul Specht ,"Says Republican Dan Bishop was ""down by 17"" points in NC congressional race and then won ""by a lot.""",Donald Trump," October 10, 2019",false
9736,By Greta Serrin ,"""Meth production in MO has cratered over last decade. MO Hwy Patrol reported 1,326 meth lab seizures in 2006, only 50 in 2018.""",Josh Hawley," October 10, 2019",true
9737,By Samantha Putterman ,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""",Facebook posts," October 9, 2019",false
9738,By Jon Greenberg ,"""The first so-called second hand information ‘Whistleblower’ got my phone conversation almost completely wrong.""",Donald Trump," October 9, 2019",pants-fire
9739,By Mica Soellner ,"""Republican policies have led to business investment growth that’s 10 times
faster than what we saw under President Obama.""",Ron Johnson," October 9, 2019",barely-true
9740,By Warren Fiske ,"Del. Danica Roem ""supported a controversial bill that would have allowed abortion up until the moment of birth.",Kelly McGinn," October 9, 2019",false
9741,By Glenn Kittle ,"""A study shows that households neighboring West Virginia could be on the hook for upwards of $70,000 in the first year alone under the Green New Deal!""",Shelley Moore Capito," October 8, 2019",barely-true
9742,By Daniel Funke ,"Says Joe Biden ""said he never spoke to the Ukrainian company, and then the picture came out where he was playing golf with the company boss and Hunter"" Biden.",Donald Trump," October 8, 2019",false
9743,By Amy Sherman ,"Minneapolis ""city government preemptively informed the Target Center that it would be responsible for $530,000 in security and other costs"" related to a Trump rally, ""more than 26 times the estimated security costs for a 2009 Target Center health care rally held by President Barack Obama.""",Donald Trump," October 8, 2019",true
9744,By Warren Fiske ,"Del. Debra Rodman ""opposes adoption as an alternative to abortion in event of unplanned pregnancies.""",Siobhan Dunnavant," October 8, 2019",false
9745,By Bill McCarthy ,"""We have not spoken directly with the whistleblower.""",Adam Schiff," October 4, 2019",false
9746,By Daniel Funke ,"Says Rep. Adam Schiff was ""complicit in EDITING AND COMPOSING THE ‘WHISTLEBLOWER COMPLAINT’ BEFORE IT WAS FILED.""",Facebook posts," October 4, 2019",false
