,Unnamed: 0,author,title,source,date,target
10517,10517,By Louis Jacobson ,say michelle obama had staff while melania trump ha staff,Turning Point USA," March 12, 2019",half-true
10518,10518,By Miriam Valverde ,february alone there were enough illegal immigrant who crossed the border fill this kansa city chief arrowhead stadium,Bloggers," March 12, 2019",mostly-true
10519,10519,By Jon Greenberg ,trump campaign manager paul manafort commits bank and tax fraud and get month homeless man fate winslow helped sell pot and got life prison,Elizabeth Warren," March 11, 2019",mostly-true
10520,10520,By Adam Reckamp ,say arrowhead stadium considered the loudest stadium the world,Kiki Curls," March 11, 2019",mostly-true
10521,10521,By Samantha Putterman ,say president theodore roosevelt said anger conservative lie him anger liberal tell him the truth,Facebook posts," March 11, 2019",pants-fire
10522,10522,By Kiannah Sepeda-Miller ,say the percentage officer the chicago police board fired after hearing their case who chose resign prior board hearing roughly doubled during her tenure,Lori Lightfoot," March 10, 2019",mostly-true
10523,10523,By Jill Terreri Ramos ,almost every day another survivor responder dy from related cancer,Kirsten Gillibrand," March 9, 2019",barely-true
10524,10524,By Madlin Mekelburg ,per caput basis irving la colinas ha more fortune company than any city the united state america,Greg Abbott," March 9, 2019",mostly-true
10525,10525,By Tom Kertscher ,the forest fire were grotesque last year that had the worst air the world washington,Jay Inslee," March 8, 2019",mostly-true
10526,10526,By Louis Jacobson ,when congress sought document from president barack obama the white house didn anything they didn give one letter the request many request were made they didn give letter,Donald Trump," March 8, 2019",pants-fire
10527,10527,By Ciara O'Rourke ,say winston churchill said when you you care what everyone think when you you stop caring what everyone think when you you realize one wa ever thinking about you the first place,Viral image," March 8, 2019",false
10528,10528,By Paul Specht ,say absentee voter have way know ballot are delivered,Mitch McConnell," March 7, 2019",barely-true
10529,10529,By Miriam Valverde ,say beto rourke and sen kirsten gillibrand have both said they would tear down the wall elected president,America First," March 7, 2019",half-true
10530,10530,By Bill McCarthy ,since the gap high school graduation rate between african american student and all student ha been cut half from percent percent,Phil Berger," March 7, 2019",true
10531,10531,By Amy Sherman ,already traveled washington and secured historic commitment from the trump administration provide assistance the community that michael battered,Ron DeSantis," March 7, 2019",barely-true
10532,10532,By Samantha Putterman ,hiv positive cadbury worker ha been arrested after contaminating product with his blood,Facebook posts," March 7, 2019",pants-fire
10533,10533,By Sidney Steele ,maintain this missouri highway system with one the lowest level funding the country,Mike Parson," March 7, 2019",true
10534,10534,By Jon Greenberg ,facebook video purport show man flying hoverboard over mile per hour,Facebook posts," March 7, 2019",mostly-true
10535,10535,By Louis Jacobson ,tax revenue went actually billion last year after the tax cut actually occurred had greater revenue,James Lankford," March 7, 2019",barely-true
10536,10536,By D.L. Davis ,wisconsin because key provision the voting right act wa not effect somewhere between and people were turned away from the poll because the color their skin and other factor,Hillary Clinton," March 6, 2019",pants-fire
10537,10537,By Jon Greenberg ,say president donald trump came forth with budget trillion dollar cut medicaid billion medicare and billion for the social security disability fund,Bernie Sanders," March 6, 2019",half-true
10538,10538,By Samantha Putterman ,say author rowling wa the first billionaire fall off forbes billionaire list because charitable giving,Facebook posts," March 6, 2019",half-true
10539,10539,By Kyle Coughlin ,this the largest cumulative surplus for the first six month any fiscal year state history,Jim Justice," March 6, 2019",mostly-true
10540,10540,By Catherine Harrington ,just two week ago custom and border protection seized enough fentanyl kill every person west virginia time over,Carol Miller," March 6, 2019",mostly-true
10541,10541,By Bill McCarthy ,right now four public school our state are least year old,Roy Cooper," March 5, 2019",mostly-true
10542,10542,By Amy Sherman ,say bernie sander marched with fidel castro and che guevara cuba,Facebook posts," March 5, 2019",pants-fire
10543,10543,By Samantha Putterman ,say challenge called momo appearing online apps and child program and threatens kid attempt force them into performing harmful act,Facebook posts," March 5, 2019",pants-fire
10544,10544,By Samantha Putterman ,say the wic program wa created the black panther help feed single mother and child their community,Facebook posts," March 5, 2019",false
10545,10545,By John Kruzel ,say bernie sander did not mention race gender until minute into this speech announcing his presidential run,Zerlina Maxwell," March 5, 2019",false
10546,10546,By Tom Kertscher ,with the trump tax law percent the benefit went the wealthiest percent,Sherrod Brown," March 5, 2019",half-true
10547,10547,By Louis Jacobson ,obama settled somalian refugee minnesota there were around wonder ilhan omar wa elected wa planned,Viral image," March 5, 2019",pants-fire
10548,10548,By Ciara O'Rourke ,photograph black couple picture the sundance kid,Viral image," March 5, 2019",false
10549,10549,By Eric Litke ,not pursuing higher tax,Tony Evers," March 5, 2019",full-flop
10550,10550,By Warren Fiske ,virginia house republican have had more african american key committee than when the democrat were control,Chris Jones," March 5, 2019",true
10551,10551,By Miriam Valverde ,chicago now ha city card which allow illegal immigrant vote local state federal election,Bloggers," March 4, 2019",false
10552,10552,By Jon Greenberg ,say thai police found body child with their organ removed,Bloggers," March 4, 2019",pants-fire
10553,10553,By Kiannah Sepeda-Miller ,say taxing more service taxing retirement income and increasing the flat rate income tax would fall disproportionately the working poor and the middle class,JB Pritzker," March 3, 2019",barely-true
10554,10554,By Jill Terreri Ramos ,black woman new york city time more likely die childbirth than white woman,Kirsten Gillibrand," March 2, 2019",mostly-true
10555,10555,By Samantha Putterman ,say sen bernie sander lived off welfare before wa elected never held job and hasn proposed single bill that passed,Facebook posts," March 1, 2019",false
10556,10556,By Louis Jacobson ,raising the federal minimum wage would give more than million low wage worker raise more than percent the workforce,Bernie Sanders," March 1, 2019",half-true
10557,10557,By Samantha Putterman ,say chelsea clinton bodyguard jack gordon wa found dead river after telling damaging information federal prosecutor,Facebook posts," March 1, 2019",pants-fire
10558,10558,By Jon Greenberg ,michaelcohen convicted lying congress russia investigation elliottabrams convicted lying congress arming contra death squad,Ilhan Omar," March 1, 2019",mostly-true
10559,10559,By Miriam Valverde ,say president donald trump put out million contract vendor show him how hire border patrol the first payment they made wa million you know how many border patrol they hired with million two,Henry Cuellar," March 1, 2019",mostly-true
10560,10560,By Yanqi Xu ,cnn us the same girl different refugee crisis picture being saved different men,Facebook posts," March 1, 2019",false
10561,10561,By Madlin Mekelburg ,amass about million debt per hour which mean blown through million dollar during this charade,Chip Roy," February 28, 2019",mostly-true
10562,10562,By Chris Nichols ,say handing over arrested undocumented youth ice wa unintended consequence san francisco policy that she supported,Kamala Harris," February 28, 2019",false
10563,10563,By Paul Specht ,say bill would change the grading scale,Various media reports 2," February 28, 2019",false
